trophicDiet,trophicOrig,Picture,rachelSpp,rachelCommon,trophicLevel,trophicLevel.se,spp,common,phylum,taxLvl,species,genus,family,order,class,superclass,subphylum,kingdom,raw.spp,isSpecies,correctSpp
,,,,,NA,NA,Hexagrammos,greenlings,Chordata,Genus,NA,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hexagrammos sp.,FALSE,TRUE
n,y,y,Hexagrammos decagrammus,kelp greenling,3.59,0.55,Hexagrammos decagrammus,kelp greenling,Chordata,Species,Hexagrammos decagrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hexagrammos decagrammus,TRUE,TRUE
y,y,y,Hexagrammos lagocephalus,rock greenling,3.67,0.25,Hexagrammos lagocephalus,rock greenling,Chordata,Species,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hexagrammos lagocephalus,TRUE,TRUE
NA,NA,NA,Hexagrammos octogrammus,maksed greenling,NA,NA,Hexagrammos octogrammus,masked greenling,Chordata,Species,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hexagrammos octogrammus,TRUE,TRUE
n,y,y,Hexagrammos stelleri,whitespotted greenling,3.33,0.41,Hexagrammos stelleri,whitespotted greenling,Chordata,Species,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hexagrammos stelleri,TRUE,TRUE
y,y,y,Hexanchus griseus,bluntnose sixgill shark,4.48,0.21,Hexanchus griseus,bluntnose sixgill shark,Chordata,Species,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,Hexanchus griseus,TRUE,TRUE
,,,,,NA,NA,Hexapanopeus,knobbed mud crab,Arthropoda,Genus,NA,Hexapanopeus,Panopeidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HEXAPAOPEUS,FALSE,TRUE
NA,NA,NA,Hexapanopeus angustifrons,smooth mud crab,NA,NA,Hexapanopeus angustifrons,smooth mud crab,Arthropoda,Species,Hexapanopeus angustifrons,Hexapanopeus,Panopeidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HEXAPANOPEUS ANGUSTIFRONS,TRUE,TRUE
NA,NA,NA,Hexapanopeus paulensis,knobbed mud crab,NA,NA,Hexapanopeus paulensis,knobbed mud crab,Arthropoda,Species,Hexapanopeus paulensis,Hexapanopeus,Panopeidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HEXAPAOPEUS PAULESIS,TRUE,TRUE
,,,,,NA,NA,Hiatella,Hulemusling,Mollusca,Genus,NA,Hiatella,Hiatellidae,Myoida,Bivalvia,NA,NA,Animalia,Hiatella sp.,FALSE,TRUE
NA,NA,NA,Hiatella arctica,arctic hiatella,NA,NA,Hiatella arctica,Arctic hiatella,Mollusca,Species,Hiatella arctica,Hiatella,Hiatellidae,Myoida,Bivalvia,NA,NA,Animalia,Hiatella arctica,TRUE,TRUE
NA,NA,NA,Hiatella arctica,arctic hiatella,NA,NA,Hiatella arctica,Arctic hiatella,Mollusca,Species,Hiatella arctica,Hiatella,Hiatellidae,Myoida,Bivalvia,NA,NA,Animalia,HIATELLA ARCTICA,TRUE,TRUE
NA,NA,NA,Hiatella striata,striate hiatella,NA,NA,Hiatella striata,striate hiatella,Mollusca,Species,Hiatella striata,Hiatella,Hiatellidae,Myoida,Bivalvia,NA,NA,Animalia,HIATELLA STRIATA,TRUE,TRUE
NA,NA,NA,Rhynchoconger gracilior,whiptail conger,NA,NA,Hildebrandia gracilior,dead man's fingers,Chordata,Species,Rhynchoconger gracilior,Rhynchoconger,Congridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HILDEBRADIA GRACILIOR,TRUE,TRUE
n,y,y,Himantolophus groenlandicus,atlantic footballfish,4.28,0.75,Himantolophus groenlandicus,Atlantic footballfish,Chordata,Species,Himantolophus groenlandicus,Himantolophus,Himantolophidae,Lophiiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIMANTOLOPHUS GROENLANDICUS,TRUE,TRUE
,,,,,NA,NA,Hinnites,NA,Mollusca,Genus,NA,Hinnites,Pectinidae,Ostreoida,Bivalvia,NA,NA,Animalia,Hinnites sp.,FALSE,TRUE
,,,,,NA,NA,Hippasteria,Knotiger Seestern,Echinodermata,Genus,NA,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria sp.,FALSE,TRUE
,,,,,NA,NA,Hippasteria,Knotiger Seestern,Echinodermata,Genus,NA,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria sp. A (Clark 1999),FALSE,TRUE
,,,,,NA,NA,Hippasteria,Knotiger Seestern,Echinodermata,Genus,NA,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria sp. B (Clark),FALSE,TRUE
,,,,,NA,NA,Hippasteria,Knotiger Seestern,Echinodermata,Genus,NA,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria sp. E (Clark),FALSE,TRUE
,,,,,NA,NA,Hippasteria,Knotiger Seestern,Echinodermata,Genus,NA,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria spp.,FALSE,TRUE
NA,NA,NA,NA,NA,NA,NA,Hippasteria armata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippasteria armata,TRUE,TRUE
NA,NA,NA,Hippasteria californica,NA,NA,NA,Hippasteria californica,Californian spiny star,Echinodermata,Species,Hippasteria californica,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria californica,TRUE,TRUE
NA,NA,NA,Hippasteria heathi,NA,NA,NA,Hippasteria heathi,NA,Echinodermata,Species,Hippasteria heathi,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria heathi,TRUE,TRUE
NA,NA,NA,Hippasteria kurilensis,NA,NA,NA,Hippasteria kurilensis,NA,Echinodermata,Species,Hippasteria kurilensis,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria kurilensis,TRUE,TRUE
NA,NA,NA,Hippasteria leiopelta,NA,NA,NA,Hippasteria leiopelta,Armored Spiny Star,Echinodermata,Species,Hippasteria leiopelta,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria leiopelta,TRUE,TRUE
NA,NA,NA,Hippasteria phrygiana,NA,NA,NA,Hippasteria phrygiana,Knotiger Seestern,Echinodermata,Species,Hippasteria phrygiana,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,HEPPASTERIA PHYGIANA,TRUE,TRUE
NA,NA,NA,Hippasteria phrygiana,NA,NA,NA,Hippasteria phrygiana,Knotiger Seestern,Echinodermata,Species,Hippasteria phrygiana,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,HIPPASTERIA PHRYGIANA,TRUE,TRUE
n,y,y,Hippasteria spinosa,spiny red star,3.45,0.39,Hippasteria spinosa,spiny star,Echinodermata,Species,Hippasteria spinosa,Hippasteria,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Hippasteria spinosa,TRUE,TRUE
,,,,,NA,NA,Hippocampus,seahorses,Chordata,Genus,NA,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOCAMPUS,FALSE,TRUE
n,y,y,Hippocampus erectus,lined seahorse,3.46,0.51,Hippocampus erectus,lined seahorse,Chordata,Species,Hippocampus erectus,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOCAMPUS ERECTUS,TRUE,TRUE
NA,NA,y,Hippocampus reidi,longsnout seahorse,NA,NA,Hippocampus reidi,slender seahorse,Chordata,Species,Hippocampus reidi,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOCAMPUS REIDI,TRUE,TRUE
NA,NA,y,Hippocampus zosterae,dwarf seahorse,NA,NA,Hippocampus zosterae,dwarf seahorse,Chordata,Species,Hippocampus zosterae,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOCAMPUS ZOSTERAE,TRUE,TRUE
NA,NA,y,Hippodiplosia insculpta,fluted bryozoan,NA,NA,Hippodiplosia insculpta,NA,Bryozoa,Species,Hippodiplosia insculpta,Hippodiplosia,Schizoporellidae,Cheilostomata,Gymnolaemata,NA,NA,Animalia,Hippodiplosia insculpta,TRUE,TRUE
y,y,n,Hippoglossina oblonga,american fourspot flounder,4.29,0.15,Hippoglossina oblonga,fourspot flounder,Chordata,Species,Hippoglossina oblonga,Hippoglossina,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOGLOSSINA OBLONGA,TRUE,TRUE
NA,NA,NA,Hippoglossina stomata,bigmouth flounder,NA,NA,Hippoglossina stomata,African pompano,Chordata,Species,Hippoglossina stomata,Hippoglossina,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hippoglossina stomata,TRUE,TRUE
,,,,,NA,NA,Hippoglossoides,flounders,Chordata,Genus,NA,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hippoglossoides sp.,FALSE,TRUE
y,y,n,Hippoglossoides elassodon,flathead sole,3.67,0.14,Hippoglossoides elassodon,flathead sole,Chordata,Species,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hippoglossoides elassodon,TRUE,TRUE
n,y,y,Hippoglossoides platessoides,american plaice,3.61,0.8,Hippoglossoides platessoides,American plaice,Chordata,Species,Hippoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOGLOSSOIDES PLATESSOIDES,TRUE,TRUE
y,y,y,Hippoglossus hippoglossus,atlantic halibut,4,0.45,Hippoglossus hippoglossus,Atlantic halibut,Chordata,Species,Hippoglossus hippoglossus,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIPPOGLOSSUS HIPPOGLOSSUS,TRUE,TRUE
y,y,n,Hippoglossus stenolepis,pacific halibut,4.14,0.24,Hippoglossus stenolepis,Pacific halibut,Chordata,Species,Hippoglossus stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hippoglossus stenolepis,TRUE,TRUE
,,,,,NA,NA,Hippolytidae,Putzergarnelen,Arthropoda,Family,NA,NA,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Hippolytidae,FALSE,TRUE
,,,,,NA,NA,Hirudinea,Egel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hirudinea,FALSE,TRUE
n,y,y,Hirundichthys affinis,fourwing flyingfish,3.79,0.56,Hirundichthys affinis,fourwing flyingfish,Chordata,Species,Hirundichthys affinis,Hirundichthys,Exocoetidae,Beloniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIRUDICHTHYS AFFIIS,TRUE,TRUE
NA,NA,NA,Hirundichthys rondeleti,black wing flyingfish,NA,NA,Hirundichthys rondeleti,blackwing flyingfish,Chordata,Species,Hirundichthys rondeletii,Hirundichthys,Exocoetidae,Beloniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HIRUDICHTHYS RODELETII,TRUE,TRUE
,,,,,NA,NA,Histioteuthis,Jewel Squid,Mollusca,Genus,NA,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,HISTIOTEUTHIS  SP.,FALSE,TRUE
,,,,,NA,NA,Histioteuthis,Jewel Squid,Mollusca,Genus,NA,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,Histioteuthis sp.,FALSE,TRUE
,,,,,NA,NA,Histioteuthis,Jewel Squid,Mollusca,Genus,NA,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,HISTIOTEUTHIS SP.,FALSE,TRUE
,,,,,NA,NA,Histioteuthis,Jewel Squid,Mollusca,Genus,NA,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,Histioteuthis spp.,FALSE,TRUE
NA,NA,y,Histioteuthis bonnellii,umbrella squid,NA,NA,Histioteuthis bonnelli,NA,Mollusca,Species,Histioteuthis bonnellii,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,HISTIOTEUTHIS BONNELLI,TRUE,TRUE
NA,NA,y,Histioteuthis heteropsis,NA,NA,NA,Histioteuthis heteropsis,Jewel Squid,Mollusca,Species,Histioteuthis heteropsis,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,Histioteuthis heteropsis,TRUE,TRUE
n,y,y,Histioteuthis hoylei,flowervase jewell squid,3.45,0.48,Histioteuthis hoylei,Jewel Squid,Mollusca,Species,Histioteuthis hoylei,Histioteuthis,Histioteuthidae,Teuthida,Cephalopoda,NA,NA,Animalia,Histioteuthis hoylei,TRUE,TRUE
,,,,,NA,NA,Histodermella,NA,Porifera,Genus,NA,Histodermella,Coelosphaeridae,Poecilosclerida,Demospongiae,NA,NA,Animalia,Histodermella sp. A (Clark 2006),FALSE,TRUE
n,y,y,Histrio histrio,sargassumfish,3.93,0.63,Histrio histrio,sargassumfish,Chordata,Species,Histrio histrio,Histrio,Antennariidae,Lophiiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HISTRIO HISTRIO,TRUE,TRUE
y,y,y,Holacanthus bermudensis,angelfish,2.98,0,Holacanthus bermudensis,lined sole,Chordata,Species,Holacanthus bermudensis,Holacanthus,Pomacanthidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOLACANTHUS BERMUDENSIS,TRUE,TRUE
NA,NA,y,Pronotogrammus martinicensis,roughtonge bass,NA,NA,Holanthias martinicensis,NA,Chordata,Species,Pronotogrammus martinicensis,Pronotogrammus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOLATHIAS MARTIICESIS,TRUE,TRUE
y,y,y,Holocentrus adscensionis,squirrelfish,3.11,0.29,Holocentrus adscensionis,lancetfishes,Chordata,Species,Holocentrus adscensionis,Holocentrus,Holocentridae,Holocentriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOLOCETRUS ADSCESIOIS,TRUE,TRUE
y,y,y,Holocentrus rufus,longspine squirrelfish,3.51,0.37,Holocentrus rufus,longspine squirrelfish,Chordata,Species,Holocentrus rufus,Holocentrus,Holocentridae,Beryciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOLOCETRUS RUFUS,TRUE,TRUE
,,,,,NA,NA,Holothuria,botifarra de mar,Echinodermata,Genus,NA,Holothuria,Holothuriidae,Aspidochirotida,Holothuroidea,NA,Echinozoa,Animalia,HOLOTHURIA,FALSE,TRUE
,,,,,NA,NA,Holothuroidea,sea cucumbers,Echinodermata,Class,NA,NA,NA,NA,Holothuroidea,NA,Echinozoa,Animalia,Holothuroidea,FALSE,TRUE
,,,,,NA,NA,Holothuroidea,sea cucumbers,Echinodermata,Class,NA,NA,NA,NA,Holothuroidea,NA,Echinozoa,Animalia,HOLOTHUROIDEA,FALSE,TRUE
NA,NA,NA,Holtbyrnia anomala,bighead searsid,NA,NA,Holtbyrnia anomala,NA,Chordata,Species,Holtbyrnia anomala,Holtbyrnia,Platytroctidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOLTBYRNIA ANOMALA,TRUE,TRUE
y,y,y,Homarus americanus,American lobster,3.7,0.39,Homarus americanus,American lobster,Arthropoda,Species,Homarus americanus,Homarus,Nephropidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HOMARUS AMERICANUS,TRUE,TRUE
NA,NA,y,Homola barbata,homole crab,NA,NA,Homola barbata,NA,Arthropoda,Species,Homola barbata,Homola,Homolidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HOMOLA BARBATA,TRUE,TRUE
,,,,,NA,NA,Hoplostethus,Soldatfisk,Chordata,Genus,NA,Hoplostethus,Trachichthyidae,Beryciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLOSTETHUS  SP.,FALSE,TRUE
n,y,y,Hoplostethus mediterraneus,mediterranean slimehead,3.49,0.53,Hoplostethus mediterraneus,Mediterranean slimehead,Chordata,Species,Hoplostethus mediterraneus,Hoplostethus,Trachichthyidae,Beryciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLOSTETHUS MEDITERRANEUS,TRUE,TRUE
n,y,y,Hoplostethus occidentalis,western roughy,3.6,0.59,Hoplostethus occidentalis,Atlantic roughy,Chordata,Species,Hoplostethus occidentalis,Hoplostethus,Trachichthyidae,Beryciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLOSTETHUS OCCIDENTALIS,TRUE,TRUE
NA,NA,NA,Hoplunnis macrurus,freckled pike-conger,NA,NA,Hopluis macrurus,freckled pike-conger,Chordata,Species,Hoplunnis macrurus,Hoplunnis,Nettastomatidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLUIS MACRURUS,TRUE,TRUE
NA,NA,NA,Hoplunnis tenuis,spotted pike-conger,NA,NA,Hopluis teuis,NA,Chordata,Species,Hoplunnis tenuis,Hoplunnis,Nettastomatidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLUIS TEUIS,TRUE,FALSE
,,,,,NA,NA,Hoplunis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOPLUIS,FALSE,TRUE
NA,NA,NA,Hoplunnis diomediana,blacktail pike-conger,NA,NA,Hoplunnis diomedianus,NA,Chordata,Species,Hoplunnis diomediana,Hoplunnis,Nettastomatidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HOPLUIS DIOMEDIAUS,TRUE,TRUE
,,,,,NA,NA,Hormathiidae,sea anemone,Cnidaria,Family,NA,NA,Hormathiidae,Actiniaria,Anthozoa,NA,Anthozoa,Animalia,Hormathiidae,FALSE,TRUE
NA,NA,NA,Howella brodiei,pelagic basslet,NA,NA,Howella brodiei,shortnose lancetfish,Chordata,Species,Howella brodiei,Howella,Howellidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Howella brodiei,TRUE,TRUE
n,y,n,Howella sherborni,sherborn's pelagic bass,3.1,0.3,Howella sherborni,glyrna,Chordata,Species,Howella sherborni,Howella,Howellidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Howella sherborni,TRUE,TRUE
NA,NA,NA,Humilaria kennerleyi,kennerley venus,NA,NA,Humilaria kennerleyi,Kennerley's venus,Mollusca,Species,Humilaria kennerleyi,Humilaria,Veneridae,Veneroida,Bivalvia,NA,NA,Animalia,Humilaria kennerleyi,TRUE,TRUE
,,,,,NA,NA,Hyalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYALIA,FALSE,TRUE
NA,NA,y,Hyalinoecia tubicola,NA,NA,NA,Hyalinoecia tubicola,bristleworm,Annelida,Species,Hyalinoecia tubicola,Hyalinoecia,Onuphidae,Eunicida,Errantia,NA,Polychaeta,Animalia,HYALINOECIA CF TUBICOLA,TRUE,TRUE
,,,,,NA,NA,Hyalonema,NA,Porifera,Genus,NA,Hyalonema,Hyalonematidae,Amphidiscosida,Hexactinellida,NA,NA,Animalia,Hyalonema sp.,FALSE,TRUE
,,,,,NA,NA,Hyalonema,NA,Porifera,Genus,NA,Hyalonema,Hyalonematidae,Amphidiscosida,Hexactinellida,NA,NA,Animalia,Hyalonema spp.,FALSE,TRUE
,,,,,NA,NA,Hyas,lyre crabs,Arthropoda,Genus,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYAS  SP.,FALSE,TRUE
,,,,,NA,NA,Hyas,lyre crabs,Arthropoda,Genus,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Hyas sp.,FALSE,TRUE
,,,,,NA,NA,Hyas,lyre crabs,Arthropoda,Genus,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYAS SP.,FALSE,TRUE
NA,NA,y,Hyas araneus,atlantic lyre crab,NA,NA,Hyas araneus,Atlantic lyre crab,Arthropoda,Species,Hyas araneus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYAS ARANEUS,TRUE,TRUE
NA,NA,y,Hyas coarctatus,arctic lyre crab,NA,NA,Hyas coarctatus,Arctic lyre crab,Arthropoda,Species,Hyas coarctatus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Hyas coarctatus,TRUE,TRUE
NA,NA,y,Hyas coarctatus,arctic lyre crab,NA,NA,Hyas coarctatus,Arctic lyre crab,Arthropoda,Species,Hyas coarctatus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYAS COARCTATUS,TRUE,TRUE
NA,NA,y,Hyas lyratus,pacific lyre crab,NA,NA,Hyas lyratus,Pacific lyre crab,Arthropoda,Species,Hyas lyratus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Hyas lyratus,TRUE,TRUE
,,,,,NA,NA,Hydractinia,miller hydractinia,Cnidaria,Genus,NA,Hydractinia,Hydractiniidae,Anthoathecatae,Hydrozoa,NA,Medusozoa,Animalia,Hydractinia sp.,FALSE,TRUE
,,,,,NA,NA,Hydroidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYDROIDAE,FALSE,FALSE
,,,,,NA,NA,Hydrolagus,longnose lancetfish,Chordata,genus,NA,Hydrolagus,Chimaeridae,Chimaeriformes,Chondrichthyes,NA,Craniata,Metazoa,Hydrolagus spp.,FALSE,TRUE
n,y,y,Hydrolagus affinis,smalleyed rabbitfish,4,0.61,Hydrolagus affinis,smalleyed rabbitfish,Chordata,Species,Hydrolagus affinis,Hydrolagus,Chimaeridae,Chimaeriformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,HYDROLAGUS AFFINIS,TRUE,TRUE
n,y,y,Hydrolagus colliei,spotted ratfish,3.68,0.54,Hydrolagus colliei,spotted ratfish,Chordata,Species,Hydrolagus colliei,Hydrolagus,Chimaeridae,Chimaeriformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,Hydrolagus colliei,TRUE,TRUE
,,,,,NA,NA,Hydrozoa,hydrozoans,Cnidaria,Class,NA,NA,NA,NA,Hydrozoa,NA,Medusozoa,Animalia,Hydrozoa,FALSE,TRUE
,,,,,NA,NA,Hydrozoa,hydrozoans,Cnidaria,Class,NA,NA,NA,NA,Hydrozoa,NA,Medusozoa,Animalia,HYDROZOA,FALSE,TRUE
n,y,n,Hygophum hygomii,bermuda lantern fish,3,0,Hygophum hygomi,NA,Chordata,Species,Hygophum hygomii,Hygophum,Myctophidae,Myctophiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HYGOPHUM HYGOMI,TRUE,TRUE
n,y,n,Hygophum reinhardtii,reinhardt's lantern fish,3.21,0.31,Hygophum reinhardtii,Slender lanternfish,Chordata,Species,Hygophum reinhardtii,Hygophum,Myctophidae,Myctophiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hygophum reinhardtii,TRUE,TRUE
,,,,,NA,NA,Hymenaster,NA,Echinodermata,Genus,NA,Hymenaster,Pterasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Hymenaster sp.,FALSE,TRUE
,,,,,NA,NA,Hymenaster,NA,Echinodermata,Genus,NA,Hymenaster,Pterasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Hymenaster spp.,FALSE,TRUE
,,,,,NA,NA,Hymenocephalus,Blackest whiptail,Chordata,Genus,NA,Hymenocephalus,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HYMENOCEPHALUS  SP.,FALSE,TRUE
NA,NA,NA,Hymenodora frontalis,pacific ambereye,NA,NA,Hymenodora frontalis,"beach hoppers, scuds and well shrimps",Arthropoda,Species,Hymenodora frontalis,Hymenodora,Oplophoridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Hymenodora frontalis,TRUE,TRUE
NA,NA,NA,Hymenodora glacialis,northern ambereye,NA,NA,Hymenodora glacialis,Northern ambereye,Arthropoda,Species,Hymenodora glacialis,Hymenodora,Oplophoridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYMENODORA GLACIALIS,TRUE,TRUE
,,,,,NA,NA,Hyperiidae,hyperiids,Arthropoda,Family,NA,NA,Hyperiidae,Amphipoda,Malacostraca,NA,Crustacea,Animalia,HYPERIIDAE,FALSE,TRUE
,,,,,NA,NA,Hyperiidea,hyperiideans,Arthropoda,Suborder,NA,NA,NA,Amphipoda,Malacostraca,NA,Crustacea,Animalia,HYPERIIDEA,FALSE,TRUE
,,,,,NA,NA,Hyperoglyphe perciformes,redtail surfperch,Chordata,order,NA,NA,NA,Perciformes,Actinopteri,Actinopterygii,Craniata,Metazoa,HYPEROGLYPHE PERCIFORMES,TRUE,TRUE
n,y,y,Hyperoglyphe perciformis,barrelfish,3.93,0.55,Hyperoglyphe perciformis,barrelfish,Chordata,Species,Hyperoglyphe perciformis,Hyperoglyphe,Centrolophidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HYPEROGLYPHE PERCIFORMIS,TRUE,TRUE
NA,NA,y,Hyperprosopon anale,spotfin surfperch,NA,NA,Hyperprosopon anale,spotfin surfperch,Chordata,Species,Hyperprosopon anale,Hyperprosopon,Embiotocidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Hyperprosopon anale,TRUE,TRUE
NA,NA,y,Hypleurochilus geminatus,crested blenny,NA,NA,Hypleurochilus geminatus,crested blenny,Chordata,Species,Hypleurochilus geminatus,Hypleurochilus,Blenniidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,HYPLEUROCHILUS GEMINATUS,TRUE,TRUE
NA,NA,y,Hypoconcha arcuata,granuate shellback crab,NA,NA,Hypoconcha arcuata,granulate shellback crab,Arthropoda,Species,Hypoconcha arcuata,Hypoconcha,Dromiidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYPOCOCHA ARCUATA,TRUE,TRUE
NA,NA,y,Hypoconcha arcuata,granuate shellback crab,NA,NA,Hypoconcha arcuata,granulate shellback crab,Arthropoda,Species,Hypoconcha arcuata,Hypoconcha,Dromiidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYPOCONCHA ARCUATA,TRUE,TRUE
NA,NA,NA,Hypoconcha spinosissima,spiny shellback crab,NA,NA,Hypoconcha spinosissima,spiny shellback crab,Arthropoda,Species,Hypoconcha spinosissima,Hypoconcha,Dromiidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,HYPOCOCHA SPIOSISSIMA,TRUE,TRUE
