"","Taxon","variable","value","Year"
"3574","Hippoglossus stenolepis","X1997",1,1997
"3575","Hippoglossoides sp.","X1997",1,1997
"3576","Hippoglossoides elassodon","X1997",2,1997
"3577","Hippoglossoides robustus","X1997",2,1997
"3578","Lyopsetta exilis","X1997",3,1997
"3579","Lyopsetta glacialis","X1997",3,1997
"3580","Parophrys vetulus","X1997",3,1997
"3581","Microstomus pacificus","X1997",1,1997
"3582","Glyptocephalus zachirus","X1997",1,1997
"3583","Limanda aspera","X1997",1,1997
"3584","Limanda proboscidea","X1997",1,1997
"3585","Limanda sakhalinensis","X1997",1,1997
"3586","Platichthys stellatus","X1997",1,1997
"3587","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1997",1,1997
"3588","Psettichthys melanostictus","X1997",3,1997
"3589","Lepidopsetta sp.","X1997",1,1997
"3590","Lepidopsetta polyxystra","X1997",1,1997
"3591","Lepidopsetta bilineata","X1997",2,1997
"3592","Isopsetta isolepis","X1997",2,1997
"3593","Pleuronectes quadrituberculatus","X1997",1,1997
"3594","Pleuronichthys sp.","X1997",3,1997
"3595","Agonidae","X1997",1,1997
"3596","Pallasina barbata","X1997",1,1997
"3597","Percis japonicus","X1997",1,1997
"3598","Leptagonus sp.","X1997",2,1997
"3599","Leptagonus leptorhynchus","X1997",2,1997
"3600","Leptagonus frenatus","X1997",2,1997
"3601","Agonopsis vulsa","X1997",3,1997
"3602","Odontopyxis trispinosa","X1997",3,1997
"3603","Bathyagonus sp.","X1997",2,1997
"3604","Bathyagonus alascanus","X1997",2,1997
"3605","Bathyagonus infraspinatus","X1997",3,1997
"3606","Bathyagonus pentacanthus","X1997",3,1997
"3607","Bathyagonus nigripinnis","X1997",3,1997
"3608","Podothecus accipenserinus","X1997",1,1997
"3609","Podothecus veternus","X1997",3,1997
"3610","Aspidophoroides bartoni","X1997",1,1997
"3611","Aspidophoroides olriki","X1997",2,1997
"3612","Anoplagonus inermis","X1997",3,1997
"3613","Chesnonia verrucosa","X1997",3,1997
"3614","Occella dodecaedron","X1997",1,1997
"3615","Hypsagonus quadricornis","X1997",1,1997
"3616","Ammodytes hexapterus","X1997",1,1997
"3617","Anarrhichthys ocellatus","X1997",3,1997
"3618","Anarhichas orientalis","X1997",1,1997
"3619","Anoplopoma fimbria","X1997",1,1997
"3620","Aulorhynchus flavidus","X1997",3,1997
"3621","Bathymasteridae","X1997",2,1997
"3622","Ronquilus jordani","X1997",3,1997
"3623","Bathymaster signatus","X1997",1,1997
"3624","Clupea pallasi","X1997",1,1997
"3625","Alosa sapidissima","X1997",3,1997
"3626","Cottidae","X1997",1,1997
"3627","Icelinus borealis","X1997",3,1997
"3628","Gymnocanthus sp.","X1997",2,1997
"3629","Gymnocanthus pistilliger","X1997",3,1997
"3630","Gymnocanthus tricuspis","X1997",3,1997
"3631","Gymnocanthus galeatus","X1997",3,1997
"3632","Gymnocanthus detrisus","X1997",3,1997
"3633","Radulinus asprellus","X1997",3,1997
"3634","Artediellus sp.","X1997",2,1997
"3635","Artediellus miacanthus","X1997",3,1997
"3636","Artediellus pacificus","X1997",2,1997
"3637","Artediellus scaber","X1997",3,1997
"3638","Malacocottus sp.","X1997",1,1997
"3639","Malacocottus kincaidi","X1997",3,1997
"3640","Malacocottus zonurus","X1997",1,1997
"3641","Hemilepidotus sp.","X1997",1,1997
"3642","Hemilepidotus gilberti","X1997",3,1997
"3643","Hemilepidotus spinosus","X1997",3,1997
"3644","Hemilepidotus zapus","X1997",3,1997
"3645","Hemilepidotus hemilepidotus","X1997",1,1997
"3646","Hemilepidotus jordani","X1997",1,1997
"3647","Hemilepidotus papilio","X1997",2,1997
"3648","Triglops sp.","X1997",1,1997
"3649","Triglops forficata","X1997",1,1997
"3650","Triglops metopias","X1997",3,1997
"3651","Triglops scepticus","X1997",2,1997
"3652","Triglops pingeli","X1997",2,1997
"3653","Triglops macellus","X1997",2,1997
"3654","Microcottus sellaris","X1997",3,1997
"3655","Myoxocephalus verrucosus","X1997",3,1997
"3656","Myoxocephalus polyacanthocephalus","X1997",3,1997
"3657","Myoxocephalus jaok","X1997",3,1997
"3658","Myoxocephalus stelleri","X1997",3,1997
"3659","Myoxocephalus sp.","X1997",1,1997
"3660","Myoxocephalus quadricornis","X1997",3,1997
"3661","Myoxocephalus scorpioides","X1997",3,1997
"3662","Megalocottus platycephalus","X1997",3,1997
"3663","Leptocottus armatus","X1997",3,1997
"3664","Enophrys sp.","X1997",1,1997
"3665","Enophrys lucasi","X1997",3,1997
"3666","Enophrys diceraus","X1997",1,1997
"3667","Dasycottus setiger","X1997",1,1997
"3668","Psychrolutes paradoxus","X1997",1,1997
"3669","Psychrolutes phrictus","X1997",3,1997
"3670","Blepsias bilobus","X1997",1,1997
"3671","Nautichthys pribilovius","X1997",1,1997
"3672","Nautichthys oculofasciatus","X1997",3,1997
"3673","Hemitripterus bolini","X1997",1,1997
"3674","Eurymen gyrinus","X1997",1,1997
"3675","Icelus spiniger","X1997",1,1997
"3676","Icelus canaliculatus","X1997",3,1997
"3677","Icelus euryops","X1997",3,1997
"3678","Icelus spatula","X1997",1,1997
"3679","Icelus sp.","X1997",1,1997
"3680","Trichodon trichodon","X1997",1,1997
"3681","Microgadus proximus","X1997",3,1997
"3682","Gadus macrocephalus","X1997",1,1997
"3683","Boreogadus saida","X1997",3,1997
"3684","Eleginus gracilis","X1997",1,1997
"3685","Theragra chalcogramma","X1997",1,1997
"3686","Gasterosteus aculeatus","X1997",1,1997
"3687","Pungitius pungitius","X1997",1,1997
"3688","Hexagrammidae","X1997",1,1997
"3689","Pleurogrammus monopterygius","X1997",1,1997
"3690","Hexagrammos sp.","X1997",1,1997
"3691","Hexagrammos octogrammus","X1997",3,1997
"3692","Hexagrammos stelleri","X1997",1,1997
"3693","Hexagrammos lagocephalus","X1997",3,1997
"3694","Hexagrammos decagrammus","X1997",2,1997
"3695","Icosteus aenigmaticus","X1997",1,1997
"3696","Cyclopterinae","X1997",1,1997
"3697","Aptocyclus ventricosus","X1997",1,1997
"3698","Eumicrotremus birulai","X1997",3,1997
"3699","Eumicrotremus orbis","X1997",1,1997
"3700","Eumicrotremus derjugini","X1997",3,1997
"3701","Eumicrotremus andriashevi","X1997",3,1997
"3702","Eumicrotremus sp.","X1997",3,1997
"3703","Cyclopteropsis phrynoides","X1997",3,1997
"3704","Liparidinae","X1997",1,1997
"3705","Crystallichthys cyclospilus","X1997",1,1997
"3706","Liparis sp.","X1997",1,1997
"3707","Liparis fucensis","X1997",3,1997
"3708","Liparis bristolense","X1997",3,1997
"3709","Liparis dennyi","X1997",3,1997
"3710","Liparis gibbus","X1997",1,1997
"3711","Liparis pulchellus","X1997",3,1997
"3712","Liparis ochotensis","X1997",3,1997
"3713","Liparis cyclopus","X1997",3,1997
"3714","Liparis rutteri","X1997",3,1997
"3715","Liparis tunicatus","X1997",3,1997
"3716","Elassodiscus sp.","X1997",3,1997
"3717","Careproctus sp.","X1997",1,1997
"3718","Careproctus melanurus","X1997",3,1997
"3719","Careproctus phasma","X1997",3,1997
"3720","Careproctus cypselurus","X1997",3,1997
"3721","Careproctus furcellus","X1997",3,1997
"3722","Careproctus scottae","X1997",3,1997
"3723","Careproctus gilberti","X1997",3,1997
"3724","Careproctus rastrinus","X1997",2,1997
"3725","Nectoliparis pelagicus","X1997",3,1997
"3726","Myctophidae","X1997",1,1997
"3727","Osmeridae","X1997",1,1997
"3728","Thaleichthys pacificus","X1997",1,1997
"3729","Mallotus villosus","X1997",1,1997
"3730","Osmerus mordax","X1997",1,1997
"3731","Salmonidae","X1997",1,1997
"3732","Oncorhynchus tshawytscha","X1997",1,1997
"3733","Oncorhynchus kisutch","X1997",1,1997
"3734","Oncorhynchus gorbuscha","X1997",1,1997
"3735","Oncorhynchus keta","X1997",1,1997
"3736","Oncorhynchus nerka","X1997",1,1997
"3737","Onchorynchus mykiss","X1997",1,1997
"3738","Salvelinus malma","X1997",1,1997
"3739","Lyconectes aleutensis","X1997",1,1997
"3740","Cryptacanthodes giganteus","X1997",1,1997
"3741","Stichaeidae","X1997",1,1997
"3742","Eumesogrammus praecisus","X1997",1,1997
"3743","Stichaeus punctatus","X1997",3,1997
"3744","Lumpenus sp.","X1997",2,1997
"3745","Lumpenus maculatus","X1997",3,1997
"3746","Lumpenus medius","X1997",3,1997
"3747","Lumpenus fabricii","X1997",3,1997
"3748","Lumpenus sagitta","X1997",3,1997
"3749","Acantholumpenus mackayi","X1997",3,1997
"3750","Lumpenella longirostris","X1997",3,1997
"3751","Chirolophis sp.","X1997",3,1997
"3752","Chirolophis decoratus","X1997",3,1997
"3753","Chirolophis snyderi","X1997",3,1997
"3754","Poroclinus rothrocki","X1997",3,1997
"3755","Pholidae","X1997",3,1997
"3756","Zaprora silenus","X1997",1,1997
"3757","Zoarcidae","X1997",1,1997
"3758","Lycodes sp.","X1997",1,1997
"3759","Lycodes raridens","X1997",1,1997
"3760","Lycodes palearis","X1997",1,1997
"3761","Lycodes mucosus","X1997",3,1997
"3762","Lycodes polaris","X1997",3,1997
"3763","Lycodes turneri","X1997",3,1997
"3764","Lycodes brevipes","X1997",1,1997
"3765","Gymnelus viridis","X1997",3,1997
"3766","roundfish unident.","X1997",1,1997
"3767","Sebastes sp.","X1997",1,1997
"3768","Sebastes aleutianus","X1997",3,1997
"3769","Sebastes melanostictus","X1997",3,1997
"3770","Sebastes alutus","X1997",1,1997
"3771","dusky and dark rockfishes unid","X1997",1,1997
"3772","Sebastes variabilis","X1997",1,1997
"3773","Sebastes crameri","X1997",3,1997
"3774","Sebastes flavidus","X1997",3,1997
"3775","Sebastes polyspinis","X1997",1,1997
"3776","Sebastes variegatus","X1997",1,1997
"3777","fish eggs unident.","X1998",1,1998
"3778","fish larvae unident.","X1998",1,1998
"3779","fish unident.","X1998",1,1998
"3780","Petromyzontidae","X1998",1,1998
"3781","Lampetra tridentata","X1998",2,1998
"3782","Lamna ditropis","X1998",1,1998
"3783","Squalus acanthias","X1998",1,1998
"3784","Somniosus pacificus","X1998",1,1998
"3785","Rajidae unident.","X1998",1,1998
"3786","skate egg case unident.","X1998",1,1998
"3787","Bathyraja sp. egg case","X1998",1,1998
"3788","Raja sp.","X1998",3,1998
"3789","Raja binoculata","X1998",2,1998
"3790","Raja rhina","X1998",3,1998
"3791","Raja stellulata","X1998",3,1998
"3792","Bathyraja sp.","X1998",2,1998
"3793","Bathyraja abyssicola","X1998",3,1998
"3794","Bathyraja interrupta","X1998",3,1998
"3795","Bathyraja interrupta
egg case","X1998",3,1998
"3796","Bathyraja taranetzi","X1998",3,1998
"3797","Bathyraja parmifera","X1998",3,1998
"3798","Bathyraja aleutica","X1998",3,1998
"3799","Bathyraja parmifera
egg case","X1998",3,1998
"3800","Bathyraja maculata","X1998",3,1998
"3801","Bathyraja smirnovi","X1998",3,1998
"3802","Bathyraja violacea","X1998",3,1998
"3803","Pleuronectiformes","X1998",1,1998
"3804","Citharichthys sp.","X1998",3,1998
"3805","Citharichthys sordidus","X1998",3,1998
"3806","Atheresthes stomias","X1998",2,1998
"3807","Atheresthes sp.","X1998",1,1998
"3808","Atheresthes evermanni","X1998",2,1998
"3809","Reinhardtius hippoglossoides","X1998",1,1998
"3810","Hippoglossus stenolepis","X1998",1,1998
"3811","Hippoglossoides sp.","X1998",1,1998
"3812","Hippoglossoides elassodon","X1998",2,1998
"3813","Hippoglossoides robustus","X1998",2,1998
"3814","Lyopsetta exilis","X1998",3,1998
"3815","Lyopsetta glacialis","X1998",3,1998
"3816","Parophrys vetulus","X1998",3,1998
"3817","Microstomus pacificus","X1998",1,1998
"3818","Glyptocephalus zachirus","X1998",1,1998
"3819","Limanda aspera","X1998",1,1998
"3820","Limanda proboscidea","X1998",1,1998
"3821","Limanda sakhalinensis","X1998",1,1998
"3822","Platichthys stellatus","X1998",1,1998
"3823","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1998",1,1998
"3824","Psettichthys melanostictus","X1998",3,1998
"3825","Lepidopsetta sp.","X1998",1,1998
"3826","Lepidopsetta polyxystra","X1998",1,1998
"3827","Lepidopsetta bilineata","X1998",2,1998
"3828","Isopsetta isolepis","X1998",1,1998
"3829","Pleuronectes quadrituberculatus","X1998",1,1998
"3830","Pleuronichthys sp.","X1998",3,1998
"3831","Agonidae","X1998",1,1998
"3832","Pallasina barbata","X1998",1,1998
"3833","Percis japonicus","X1998",1,1998
"3834","Leptagonus sp.","X1998",2,1998
"3835","Leptagonus leptorhynchus","X1998",2,1998
"3836","Leptagonus frenatus","X1998",2,1998
"3837","Agonopsis vulsa","X1998",3,1998
"3838","Odontopyxis trispinosa","X1998",3,1998
"3839","Bathyagonus sp.","X1998",2,1998
"3840","Bathyagonus alascanus","X1998",2,1998
"3841","Bathyagonus infraspinatus","X1998",3,1998
"3842","Bathyagonus pentacanthus","X1998",3,1998
"3843","Bathyagonus nigripinnis","X1998",3,1998
"3844","Podothecus accipenserinus","X1998",1,1998
"3845","Podothecus veternus","X1998",3,1998
"3846","Aspidophoroides bartoni","X1998",1,1998
"3847","Aspidophoroides olriki","X1998",2,1998
"3848","Anoplagonus inermis","X1998",3,1998
"3849","Chesnonia verrucosa","X1998",3,1998
"3850","Occella dodecaedron","X1998",1,1998
"3851","Hypsagonus quadricornis","X1998",1,1998
"3852","Ammodytes hexapterus","X1998",1,1998
"3853","Anarrhichthys ocellatus","X1998",3,1998
"3854","Anarhichas orientalis","X1998",1,1998
"3855","Anoplopoma fimbria","X1998",1,1998
"3856","Aulorhynchus flavidus","X1998",3,1998
"3857","Bathymasteridae","X1998",2,1998
"3858","Ronquilus jordani","X1998",3,1998
"3859","Bathymaster signatus","X1998",1,1998
"3860","Clupea pallasi","X1998",1,1998
"3861","Alosa sapidissima","X1998",3,1998
"3862","Cottidae","X1998",1,1998
"3863","Icelinus borealis","X1998",3,1998
"3864","Gymnocanthus sp.","X1998",2,1998
"3865","Gymnocanthus pistilliger","X1998",3,1998
"3866","Gymnocanthus tricuspis","X1998",3,1998
"3867","Gymnocanthus galeatus","X1998",3,1998
"3868","Gymnocanthus detrisus","X1998",3,1998
"3869","Radulinus asprellus","X1998",3,1998
"3870","Artediellus sp.","X1998",2,1998
"3871","Artediellus miacanthus","X1998",3,1998
"3872","Artediellus pacificus","X1998",2,1998
"3873","Artediellus scaber","X1998",3,1998
"3874","Malacocottus sp.","X1998",1,1998
"3875","Malacocottus kincaidi","X1998",3,1998
"3876","Malacocottus zonurus","X1998",1,1998
"3877","Hemilepidotus sp.","X1998",1,1998
"3878","Hemilepidotus gilberti","X1998",3,1998
"3879","Hemilepidotus spinosus","X1998",3,1998
"3880","Hemilepidotus zapus","X1998",3,1998
"3881","Hemilepidotus hemilepidotus","X1998",1,1998
"3882","Hemilepidotus jordani","X1998",1,1998
"3883","Hemilepidotus papilio","X1998",2,1998
"3884","Triglops sp.","X1998",1,1998
"3885","Triglops forficata","X1998",1,1998
"3886","Triglops metopias","X1998",3,1998
"3887","Triglops scepticus","X1998",2,1998
"3888","Triglops pingeli","X1998",2,1998
"3889","Triglops macellus","X1998",2,1998
"3890","Microcottus sellaris","X1998",3,1998
"3891","Myoxocephalus verrucosus","X1998",3,1998
"3892","Myoxocephalus polyacanthocephalus","X1998",3,1998
"3893","Myoxocephalus jaok","X1998",3,1998
"3894","Myoxocephalus stelleri","X1998",3,1998
"3895","Myoxocephalus sp.","X1998",1,1998
"3896","Myoxocephalus quadricornis","X1998",3,1998
"3897","Myoxocephalus scorpioides","X1998",3,1998
"3898","Megalocottus platycephalus","X1998",3,1998
"3899","Leptocottus armatus","X1998",3,1998
"3900","Enophrys sp.","X1998",1,1998
"3901","Enophrys lucasi","X1998",3,1998
"3902","Enophrys diceraus","X1998",1,1998
"3903","Dasycottus setiger","X1998",1,1998
"3904","Psychrolutes paradoxus","X1998",1,1998
"3905","Psychrolutes phrictus","X1998",3,1998
"3906","Blepsias bilobus","X1998",1,1998
"3907","Nautichthys pribilovius","X1998",1,1998
"3908","Nautichthys oculofasciatus","X1998",3,1998
"3909","Hemitripterus bolini","X1998",1,1998
"3910","Eurymen gyrinus","X1998",1,1998
"3911","Icelus spiniger","X1998",1,1998
"3912","Icelus canaliculatus","X1998",3,1998
"3913","Icelus euryops","X1998",3,1998
"3914","Icelus spatula","X1998",1,1998
"3915","Icelus sp.","X1998",1,1998
"3916","Trichodon trichodon","X1998",1,1998
"3917","Microgadus proximus","X1998",3,1998
"3918","Gadus macrocephalus","X1998",1,1998
"3919","Boreogadus saida","X1998",3,1998
"3920","Eleginus gracilis","X1998",1,1998
"3921","Theragra chalcogramma","X1998",1,1998
"3922","Gasterosteus aculeatus","X1998",1,1998
"3923","Pungitius pungitius","X1998",1,1998
"3924","Hexagrammidae","X1998",1,1998
"3925","Pleurogrammus monopterygius","X1998",1,1998
"3926","Hexagrammos sp.","X1998",1,1998
"3927","Hexagrammos octogrammus","X1998",3,1998
"3928","Hexagrammos stelleri","X1998",1,1998
"3929","Hexagrammos lagocephalus","X1998",3,1998
"3930","Hexagrammos decagrammus","X1998",2,1998
"3931","Icosteus aenigmaticus","X1998",1,1998
"3932","Cyclopterinae","X1998",1,1998
"3933","Aptocyclus ventricosus","X1998",1,1998
"3934","Eumicrotremus birulai","X1998",3,1998
"3935","Eumicrotremus orbis","X1998",1,1998
"3936","Eumicrotremus derjugini","X1998",3,1998
"3937","Eumicrotremus andriashevi","X1998",3,1998
"3938","Eumicrotremus sp.","X1998",3,1998
"3939","Cyclopteropsis phrynoides","X1998",3,1998
"3940","Liparidinae","X1998",1,1998
"3941","Crystallichthys cyclospilus","X1998",1,1998
"3942","Liparis sp.","X1998",1,1998
"3943","Liparis fucensis","X1998",3,1998
"3944","Liparis bristolense","X1998",3,1998
"3945","Liparis dennyi","X1998",3,1998
"3946","Liparis gibbus","X1998",1,1998
"3947","Liparis pulchellus","X1998",3,1998
"3948","Liparis ochotensis","X1998",3,1998
"3949","Liparis cyclopus","X1998",3,1998
"3950","Liparis rutteri","X1998",3,1998
"3951","Liparis tunicatus","X1998",3,1998
"3952","Elassodiscus sp.","X1998",3,1998
"3953","Careproctus sp.","X1998",1,1998
"3954","Careproctus melanurus","X1998",3,1998
"3955","Careproctus phasma","X1998",3,1998
"3956","Careproctus cypselurus","X1998",3,1998
"3957","Careproctus furcellus","X1998",3,1998
"3958","Careproctus scottae","X1998",3,1998
"3959","Careproctus gilberti","X1998",3,1998
"3960","Careproctus rastrinus","X1998",1,1998
"3961","Nectoliparis pelagicus","X1998",3,1998
"3962","Myctophidae","X1998",1,1998
"3963","Osmeridae","X1998",1,1998
"3964","Thaleichthys pacificus","X1998",1,1998
"3965","Mallotus villosus","X1998",1,1998
"3966","Osmerus mordax","X1998",1,1998
"3967","Salmonidae","X1998",1,1998
"3968","Oncorhynchus tshawytscha","X1998",1,1998
"3969","Oncorhynchus kisutch","X1998",1,1998
"3970","Oncorhynchus gorbuscha","X1998",1,1998
"3971","Oncorhynchus keta","X1998",1,1998
"3972","Oncorhynchus nerka","X1998",1,1998
"3973","Onchorynchus mykiss","X1998",1,1998
"3974","Salvelinus malma","X1998",1,1998
"3975","Lyconectes aleutensis","X1998",1,1998
"3976","Cryptacanthodes giganteus","X1998",1,1998
"3977","Stichaeidae","X1998",1,1998
"3978","Eumesogrammus praecisus","X1998",1,1998
"3979","Stichaeus punctatus","X1998",3,1998
"3980","Lumpenus sp.","X1998",2,1998
"3981","Lumpenus maculatus","X1998",3,1998
"3982","Lumpenus medius","X1998",3,1998
"3983","Lumpenus fabricii","X1998",3,1998
"3984","Lumpenus sagitta","X1998",3,1998
"3985","Acantholumpenus mackayi","X1998",3,1998
"3986","Lumpenella longirostris","X1998",3,1998
"3987","Chirolophis sp.","X1998",3,1998
"3988","Chirolophis decoratus","X1998",3,1998
"3989","Chirolophis snyderi","X1998",3,1998
"3990","Poroclinus rothrocki","X1998",3,1998
"3991","Pholidae","X1998",3,1998
"3992","Zaprora silenus","X1998",1,1998
"3993","Zoarcidae","X1998",1,1998
"3994","Lycodes sp.","X1998",1,1998
"3995","Lycodes raridens","X1998",1,1998
"3996","Lycodes palearis","X1998",1,1998
"3997","Lycodes mucosus","X1998",3,1998
"3998","Lycodes polaris","X1998",3,1998
"3999","Lycodes turneri","X1998",3,1998
"4000","Lycodes brevipes","X1998",1,1998
"4001","Gymnelus viridis","X1998",3,1998
"4002","roundfish unident.","X1998",1,1998
"4003","Sebastes sp.","X1998",1,1998
"4004","Sebastes aleutianus","X1998",3,1998
"4005","Sebastes melanostictus","X1998",3,1998
"4006","Sebastes alutus","X1998",1,1998
"4007","dusky and dark rockfishes unid","X1998",1,1998
"4008","Sebastes variabilis","X1998",1,1998
"4009","Sebastes crameri","X1998",3,1998
"4010","Sebastes flavidus","X1998",3,1998
"4011","Sebastes polyspinis","X1998",1,1998
"4012","Sebastes variegatus","X1998",1,1998
"4013","fish eggs unident.","X1999",1,1999
"4014","fish larvae unident.","X1999",1,1999
