"","Taxon","variable","value","Year"
"8130","Tridonta rollandi","X1996",3,1996
"8131","Cardita sp.","X1996",3,1996
"8132","Carditidae","X1996",3,1996
"8133","Cyclocardia crassidens","X1996",3,1996
"8134","Cyclocardia crebricostata","X1996",3,1996
"8135","Cyclocardia sp.","X1996",3,1996
"8136","Kellia laperousii","X1996",3,1996
"8137","cockle unident.","X1996",3,1996
"8138","Clinocardium sp.","X1996",3,1996
"8139","Clinocardium nuttallii","X1996",3,1996
"8140","Clinocardium ciliatum","X1996",3,1996
"8141","Clinocardium californiense","X1996",3,1996
"8142","Clinocardium blandum","X1996",3,1996
"8143","Saxidomus nuttalli","X1996",3,1996
"8144","Saxidomus giganteus","X1996",3,1996
"8145","Protothaca staminea","X1996",3,1996
"8146","Liocyma fluctosa","X1996",3,1996
"8147","Mactromeris sp.","X1996",2,1996
"8148","Mactromeris polynyma","X1996",2,1996
"8149","Tellina sp.","X1996",2,1996
"8150","Tellina nuculoides","X1996",2,1996
"8151","Tellina lutea","X1996",2,1996
"8152","Macoma sp.","X1996",2,1996
"8153","Macoma nasuta","X1996",3,1996
"8154","Macoma calcarea","X1996",3,1996
"8155","Macoma brota","X1996",3,1996
"8156","Siliqua sp.","X1996",1,1996
"8157","Siliqua patula","X1996",3,1996
"8158","Siliqua alta","X1996",1,1996
"8159","Serripes sp.","X1996",1,1996
"8160","Serripes groenlandicus","X1996",3,1996
"8161","Serripes laperousii","X1996",3,1996
"8162","Serripes notabilis","X1996",2,1996
"8163","Mya sp.","X1996",3,1996
"8164","Mya arenaria","X1996",3,1996
"8165","Mya truncata","X1996",3,1996
"8166","Mya pseudoarenaria","X1996",3,1996
"8167","Mya elegans","X1996",3,1996
"8168","Pododesmus macroschisma","X1996",1,1996
"8169","Pododesmus sp.","X1996",1,1996
"8170","Anomiidae","X1996",1,1996
"8171","Dentalium sp.","X1996",3,1996
"8172","Rhabdus dalli","X1996",3,1996
"8173","Cephalopoda unident.","X1996",1,1996
"8174","cuttlefish unident.","X1996",3,1996
"8175","Octopodidae","X1996",1,1996
"8176","pelagic octopus unident.","X1996",3,1996
"8177","Benthoctopus leioderma","X1996",3,1996
"8178","Octopus sp.","X1996",3,1996
"8179","Octopus dofleini","X1996",3,1996
"8180","Benthoctopus sp.","X1996",3,1996
"8181","Teuthoidea","X1996",1,1996
"8182","Rossia pacifica","X1996",1,1996
"8183","Loligo opalescens","X1996",3,1996
"8184","Gonatus sp.","X1996",3,1996
"8185","Berryteuthis magister","X1996",1,1996
"8186","Asteroidea unident.","X1996",1,1996
"8187","Evasterias sp.","X1996",1,1996
"8188","Evasterias troschelii","X1996",2,1996
"8189","Evasterias echinosoma","X1996",2,1996
"8190","Orthasterias koehleri","X1996",3,1996
"8191","Leptasterias groenlandica","X1996",2,1996
"8192","Leptasterias hexactis","X1996",3,1996
"8193","Leptasterias hylodes","X1996",3,1996
"8194","Leptasterias coei","X1996",3,1996
"8195","Pycnopodia helianthoides","X1996",1,1996
"8196","Lethasterias nanimensis","X1996",1,1996
"8197","Pedicellaster magister","X1996",3,1996
"8198","Henricia sp.","X1996",1,1996
"8199","Henricia sanguinolenta","X1996",3,1996
"8200","Henricia leviuscula","X1996",3,1996
"8201","Henricia tumida","X1996",3,1996
"8202","Odontohenricia
sp.","X1996",3,1996
"8203","Leptasterias polaris","X1996",1,1996
"8204","Leptasterias arctica","X1996",1,1996
"8205","Leptasterias sp.","X1996",1,1996
"8206","Henricia beringiana","X1996",3,1996
"8207","Gephyreaster swifti","X1996",1,1996
"8208","Pseudarchaster
sp.","X1996",1,1996
"8209","Pseudarchaster alascensis","X1996",3,1996
"8210","Pseudarchaster parelii","X1996",3,1996
"8211","Hippasteria spinosa","X1996",3,1996
"8212","Ceramaster sp.","X1996",1,1996
"8213","Ceramaster japonicus","X1996",3,1996
"8214","Ceramaster patagonicus","X1996",3,1996
"8215","Dermasterias imbricata","X1996",3,1996
"8216","Solaster sp.","X1996",1,1996
"8217","Solaster endeca","X1996",3,1996
"8218","Solaster dawsoni","X1996",3,1996
"8219","Solaster paxillatus","X1996",3,1996
"8220","Crossaster sp.","X1996",1,1996
"8221","Crossaster borealis","X1996",1,1996
"8222","Crossaster papposus","X1996",1,1996
"8223","Pteraster sp.","X1996",1,1996
"8224","Pteraster tesselatus","X1996",3,1996
"8225","Pteraster militaris","X1996",3,1996
"8226","Pteraster obscurus","X1996",1,1996
"8227","Diplopteraster multipes","X1996",1,1996
"8228","Diplopteraster sp.","X1996",1,1996
"8229","Asterias sp.","X1996",1,1996
"8230","Asterias amurensis","X1996",1,1996
"8231","Ctenodiscus sp.","X1996",3,1996
"8232","Ctenodiscus crispatus","X1996",3,1996
"8233","Leptychaster sp.","X1996",3,1996
"8234","Leptychaster anomalus","X1996",3,1996
"8235","Leptychaster pacificus","X1996",3,1996
"8236","Leptychaster arcticus","X1996",3,1996
"8237","Dipsacaster sp.","X1996",1,1996
"8238","Dipsacaster borealis","X1996",1,1996
"8239","Cheiraster (=Luidiaster) dawsoni","X1996",1,1996
"8240","Echinacea unident.","X1996",1,1996
"8241","Strongylocentrotus droebachiensis","X1996",3,1996
"8242","Strongylocentrotus
sp.","X1996",2,1996
"8243","Strongylocentrotus franciscanus","X1996",3,1996
"8244","Strongylocentrotus polyacanthus","X1996",3,1996
"8245","Strongylocentrotus pallidus","X1996",3,1996
"8246","Allocentrotus fragilis","X1996",2,1996
"8247","Allocentrotus sp.","X1996",2,1996
"8248","sand dollar unident.","X1996",1,1996
"8249","Echinarachnius parma","X1996",1,1996
"8250","Ophiuroid unident.","X1996",1,1996
"8251","Gorgonocephalus eucnemis","X1996",1,1996
"8252","Asteronyx loveni","X1996",1,1996
"8253","Ophiura sp.","X1996",3,1996
"8254","Ophiura sarsi","X1996",3,1996
"8255","Amphiophiura nodosa","X1996",3,1996
"8256","Ophiacantha sp.","X1996",3,1996
"8257","Ophiopholis sp.","X1996",3,1996
"8258","Ophiopholis aculeata","X1996",3,1996
"8259","Ophiolebes sp.","X1996",3,1996
"8260","Holothuroidea unident.","X1996",1,1996
"8261","Molpadia sp.","X1996",1,1996
"8262","Molpadia intermedia","X1996",2,1996
"8263","Pentamera lissoplaca","X1996",3,1996
"8264","Pentamera sp.","X1996",3,1996
"8265","Bathyplotes sp.","X1996",3,1996
"8266","Cucumaria sp.","X1996",1,1996
"8267","Cucumaria fallax","X1996",1,1996
"8268","Cucumaria frondosa","X1996",3,1996
"8269","Psolus sp.","X1996",1,1996
"8270","Psolus fabricii","X1996",3,1996
"8271","Psolus squamatus","X1996",3,1996
"8272","Synallactes challengeri","X1996",3,1996
"8273","Foraminifera","X1996",3,1996
"8274","Porifera","X1996",1,1996
"8275","vase sponge unident.","X1996",3,1996
"8276","Suberites sp.","X1996",1,1996
"8277","Suberites ficus","X1996",3,1996
"8278","Aphrocallistes vastus","X1996",3,1996
"8279","Mycale loveni","X1996",1,1996
"8280","Halichondria panicea","X1996",3,1996
"8281","Phakellia cribrosa","X1996",3,1996
"8282","scapula sponge","X1996",3,1996
"8283","Myxilla incrustans","X1996",3,1996
"8284","Leucosolenia blanca","X1996",3,1996
"8285","Tethya sp.","X1996",3,1996
"8286","stone sponge","X1996",3,1996
"8287","Polymastia fluegeli","X1996",3,1996
"8288","Latrunculia sp. A (Clark 2006)","X1996",3,1996
"8289","Hexactinellida","X1996",3,1996
"8290","Platyhelminthes","X1996",3,1996
"8291","Polycladida","X1996",3,1996
"8292","Nemertea","X1996",3,1996
"8293","Priapula","X1996",3,1996
"8294","Nematoda","X1996",3,1996
"8295","Sipuncula","X1996",2,1996
"8296","Echiura","X1996",3,1996
"8297","Phoronida","X1996",3,1996
"8298","Bryozoa unident.","X1996",2,1996
"8299","Leieschara orientalis","X1996",3,1996
"8300","bryozoan sp. A unident.","X1996",3,1996
"8301","Bugula californica","X1996",3,1996
"8302","Eucratea loricata","X1996",3,1996
"8303","Flustra serrulata","X1996",3,1996
"8304","Flustrellidra corniculata","X1996",3,1996
"8305","Alcyonidium pedunculatum","X1996",3,1996
"8306","Porella compressa","X1996",3,1996
"8307","Escharopsis sarsi","X1996",3,1996
"8308","Rhamphostomella costata","X1996",2,1996
"8309","Cellepora ventricosa","X1996",3,1996
"8310","Dendrobeania sp.","X1996",3,1996
"8311","brachiopod unident.","X1996",1,1996
"8312","Hemithyridae","X1996",3,1996
"8313","Laqueus californianus","X1996",3,1996
"8314","Ascidian unident.","X1996",1,1996
"8315","Ascidian n. sp. A","X1996",3,1996
"8316","Ascidian n. sp. B","X1996",3,1996
"8317","Thaliacea unident.","X1996",2,1996
"8318","Styela sp.","X1996",1,1996
"8319","Styela rustica","X1996",1,1996
"8320","Boltenia sp.","X1996",1,1996
"8321","Boltenia ovifera","X1996",1,1996
"8322","Halocynthia sp.","X1996",1,1996
"8323","Halocynthia aurantium","X1996",1,1996
"8324","Aplidium californicum","X1996",3,1996
"8325","compound ascidian unident.","X1996",1,1996
"8326","Amaroucium soldatovi","X1996",3,1996
"8327","Chelyosoma orientale","X1996",3,1996
"8328","Aplidium sp.","X1996",1,1996
"8329","Aplidium n. sp. a","X1996",3,1996
"8330","Synoicum sp.","X1996",3,1996
"8331","Molgula sp.","X1996",3,1996
"8332","Molgula grifithsii","X1996",3,1996
"8333","Molgula retortiformis","X1996",3,1996
"8334","invertebrate unident.","X1996",1,1996
"8335","invert. eggs unident.","X1996",1,1996
"8336","empty bivalve shells","X1996",1,1996
"8337","empty gastropod shells","X1996",1,1996
"8338","unsorted debris","X1996",1,1996
"8339","Polychaete tubes","X1996",1,1996
"8340","unsorted shab","X1996",1,1996
"8341","Hydrozoa","X1997",1,1997
"8342","hydroid unident.","X1997",2,1997
"8343","Hydroid sp. A","X1997",3,1997
"8344","Hydractinia sp.","X1997",3,1997
"8345","Sertularia robusta","X1997",3,1997
"8346","Scyphozoa","X1997",1,1997
"8347","Chrysaora sp.","X1997",1,1997
"8348","Chrysaora melanaster","X1997",1,1997
"8349","Phacellophora camtschatica","X1997",1,1997
"8350","Aequorea sp.","X1997",3,1997
"8351","Phacellophora sp.","X1997",1,1997
"8352","Aurelia sp.","X1997",1,1997
"8353","Aurelia labiata","X1997",3,1997
"8354","Cyanea sp.","X1997",1,1997
"8355","Cyanea capillata","X1997",1,1997
"8356","Anthozoa","X1997",2,1997
"8357","Alcyonacea","X1997",2,1997
"8358","Gersemia sp.","X1997",1,1997
"8359","Gersemia rubiformis","X1997",3,1997
"8360","Gorgonacea","X1997",2,1997
"8361","Paragorgia sp.","X1997",1,1997
"8362","Paragorgia arborea","X1997",2,1997
"8363","Pennatulacea","X1997",1,1997
"8364","Virgularia sp.","X1997",3,1997
"8365","Virgularidae","X1997",1,1997
"8366","Stylatula sp.","X1997",3,1997
"8367","Halipteris sp.","X1997",3,1997
"8368","Halipteris finmarchia","X1997",3,1997
"8369","Halipteris willemoesi","X1997",3,1997
"8370","Actiniaria","X1997",1,1997
"8371","Actinauge verrillii","X1997",3,1997
"8372","Metridium sp.","X1997",1,1997
"8373","Metridium senile","X1997",3,1997
"8374","Metridium farcimen (=Metridium giganteum)","X1997",3,1997
"8375","Stomphia didemon","X1997",3,1997
"8376","Stomphia sp.","X1997",3,1997
"8377","Stomphia coccinea","X1997",3,1997
"8378","Urticina sp.","X1997",3,1997
"8379","Urticina crassicornis","X1997",3,1997
"8380","Urticina lofotensis","X1997",3,1997
"8381","Urticina columbiana","X1997",3,1997
"8382","Bathyphelia australis","X1997",3,1997
"8383","Cribrinopsis fernaldi","X1997",3,1997
"8384","Liponema brevicornis","X1997",1,1997
"8385","Actinostolidae","X1997",1,1997
"8386","Scleractinia unident.","X1997",3,1997
"8387","Amphilaphis sp.","X1997",2,1997
"8388","Ctenophora","X1997",1,1997
"8389","Beroe sp.","X1997",3,1997
"8390","Polychaeta","X1997",1,1997
"8391","worm unident.","X1997",1,1997
"8392","Eunice valens","X1997",3,1997
"8393","tube worm unident.","X1997",1,1997
"8394","Aphroditidae","X1997",1,1997
"8395","Aphrodita sp.","X1997",1,1997
"8396","Aphrodita negligens","X1997",3,1997
"8397","Nephtyidae unident.","X1997",3,1997
"8398","Nereidae","X1997",3,1997
"8399","Nereis sp.","X1997",3,1997
"8400","Cheilonereis cyclurus","X1997",3,1997
"8401","Polynoidae","X1997",1,1997
"8402","Eunoe sp.","X1997",1,1997
"8403","Eunoe nodosa","X1997",2,1997
"8404","Eunoe depressa","X1997",2,1997
"8405","Sabellidae","X1997",3,1997
"8406","Serpula vermicularis","X1997",3,1997
"8407","Serpula columbiana","X1997",3,1997
"8408","Serpula sp.","X1997",3,1997
"8409","Hirudinea unident.","X1997",1,1997
"8410","Carcinobdella
sp.","X1997",3,1997
"8411","Notostombdella (=Carcinobdella) cyclostoma","X1997",3,1997
"8412","Amphipoda","X1997",1,1997
"8413","Gammaridae","X1997",1,1997
"8414","Caprella sp.","X1997",1,1997
"8415","Isopoda","X1997",1,1997
"8416","Saduria entomon","X1997",3,1997
"8417","Mysidacea","X1997",2,1997
"8418","Cirripedia","X1997",1,1997
"8419","Thoracica","X1997",1,1997
"8420","Balanus sp.","X1997",1,1997
"8421","Balanus balanus","X1997",3,1997
"8422","Balanus evermanni","X1997",3,1997
"8423","Balanus hesperius","X1997",3,1997
"8424","Balanus rostratus","X1997",3,1997
"8425","shrimp unident.","X1997",1,1997
"8426","Pandalidae","X1997",1,1997
"8427","Pandalus sp.","X1997",2,1997
"8428","Pandalus jordani","X1997",3,1997
"8429","Pandalus borealis","X1997",2,1997
"8430","Pandalus tridens","X1997",2,1997
"8431","Pandalus platyceros","X1997",2,1997
"8432","Pandalus goniurus","X1997",2,1997
"8433","Pandalus hypsinotus","X1997",2,1997
"8434","Pandalopsis dispar","X1997",3,1997
"8435","Hippolytidae","X1997",1,1997
"8436","Spirontocaris sp.","X1997",2,1997
"8437","Spirontocaris arcuata","X1997",2,1997
"8438","Spirontocaris lamellicornis","X1997",2,1997
"8439","Eualus sp.","X1997",2,1997
"8440","Eualus barbatus","X1997",3,1997
"8441","Eualus fabricii","X1997",3,1997
"8442","Eualus gaimardii","X1997",3,1997
"8443","Eualus macilentus","X1997",3,1997
"8444","Eualus suckleyi","X1997",3,1997
"8445","Lebbeus sp.","X1997",3,1997
"8446","Lebbeus groenlandicus","X1997",2,1997
"8447","Lebbeus polaris","X1997",3,1997
"8448","Crangonidae","X1997",1,1997
"8449","Crangon sp.","X1997",2,1997
"8450","Crangon abyssorum","X1997",3,1997
"8451","Crangon alaskensis","X1997",3,1997
"8452","Crangon communis","X1997",2,1997
"8453","Crangon dalli","X1997",2,1997
"8454","Crangon septemspinosa","X1997",2,1997
"8455","Lissocrangon stylirostris","X1997",3,1997
"8456","Sclerocrangon
sp.","X1997",3,1997
"8457","Sclerocrangon boreas","X1997",3,1997
"8458","Argis sp.","X1997",2,1997
"8459","Argis alaskensis","X1997",3,1997
"8460","Argis dentata","X1997",3,1997
"8461","Argis lar","X1997",3,1997
"8462","Argis crassa","X1997",3,1997
"8463","Argis levior","X1997",3,1997
"8464","crab unident.","X1997",1,1997
"8465","Cancer sp.","X1997",1,1997
"8466","Cancer magister","X1997",1,1997
"8467","Cancer oregonensis","X1997",1,1997
"8468","Cancer productus","X1997",3,1997
"8469","Oregonia gracilis","X1997",1,1997
"8470","Chionoecetes sp.","X1997",1,1997
"8471","Chionoecetes tanneri","X1997",1,1997
"8472","Chionoecetes bairdi","X1997",1,1997
"8473","Chionoecetes angulatus","X1997",1,1997
"8474","Chionoecetes opilio","X1997",1,1997
"8475","Chionoecetes
hybrid","X1997",1,1997
"8476","Hyas sp.","X1997",1,1997
"8477","Hyas coarctatus","X1997",1,1997
"8478","Hyas lyratus","X1997",1,1997
"8479","Telmessus cheiragonus","X1997",1,1997
"8480","Paguridae","X1997",1,1997
"8481","Labidochirus splendescens","X1997",1,1997
"8482","Pagurus sp.","X1997",1,1997
"8483","Pagurus brandti","X1997",3,1997
"8484","Pagurus aleuticus","X1997",2,1997
"8485","Pagurus confragosus","X1997",2,1997
"8486","Pagurus cornutus","X1997",2,1997
"8487","Pagurus dalli","X1997",2,1997
"8488","Pagurus kennerlyi","X1997",2,1997
"8489","Pagurus trigonocheirus","X1997",2,1997
"8490","Pagurus beringanus","X1997",2,1997
"8491","Pagurus ochotensis","X1997",2,1997
"8492","Pagurus rathbuni","X1997",2,1997
"8493","Pagurus tanneri","X1997",2,1997
"8494","Pagurus capillatus","X1997",2,1997
"8495","Elassochirus tenuimanus","X1997",2,1997
"8496","Elassochirus cavimanus","X1997",2,1997
"8497","Elassochirus gilli","X1997",3,1997
"8498","Lithodes aequispina","X1997",1,1997
"8499","Dermaturus mandti","X1997",1,1997
"8500","Hapalogaster sp.","X1997",1,1997
"8501","Hapalogaster grebnitzkii","X1997",1,1997
"8502","Phyllolithodes papillosus","X1997",3,1997
"8503","Paralithodes camtschaticus","X1997",1,1997
"8504","Paralithodes platypus","X1997",1,1997
"8505","Placetron wosnessenskii","X1997",1,1997
"8506","Erimacrus isenbeckii","X1997",1,1997
"8507","Pugettia sp.","X1997",3,1997
"8508","Pugettia gracilis","X1997",3,1997
"8509","Mollusca","X1997",1,1997
"8510","Polyplacophora unident.","X1997",1,1997
"8511","Amicula vestita","X1997",1,1997
"8512","Nudibranchia unident.","X1997",1,1997
"8513","Onchidoris bilamellata","X1997",3,1997
"8514","Tochuina tetraquetra","X1997",3,1997
"8515","Dendronotus sp.","X1997",3,1997
"8516","Dendronotus frondosus","X1997",3,1997
"8517","Dendronotus subramosus","X1997",3,1997
"8518","Chlamylla sp.","X1997",3,1997
"8519","Tritonia diomedea","X1997",3,1997
"8520","Tritonia sp.","X1997",3,1997
"8521","Anisodoris nobilis","X1997",3,1997
"8522","dorid nudibranch unident.","X1997",3,1997
"8523","Archidoris odhneri","X1997",3,1997
"8524","limpet unident.","X1997",3,1997
"8525","Gastropod unident.","X1997",1,1997
"8526","gastropod eggs","X1997",1,1997
"8527","Buccinum sp.
eggs","X1997",1,1997
"8528","Neptunea sp. eggs","X1997",1,1997
"8529","Asterophila japonica","X1997",3,1997
"8530","Naticidae","X1997",1,1997
"8531","Naticidae eggs","X1997",1,1997
"8532","Cryptonatica
sp.","X1997",3,1997
"8533","Cryptonatica aleutica","X1997",3,1997
"8534","Cryptonatica affinis","X1997",3,1997
"8535","Natica sp.","X1997",3,1997
"8536","Natica clausa","X1997",3,1997
"8537","Natica russa","X1997",3,1997
"8538","Euspira sp.","X1997",3,1997
"8539","Euspira lewisi","X1997",3,1997
"8540","Euspira pallidus","X1997",3,1997
"8541","Lamellaria sp.","X1997",3,1997
"8542","Onchidiopsis glacialis","X1997",3,1997
"8543","Onchidiopsis sp. B (Clark & McLean)","X1997",3,1997
"8544","Capulacmaea commoda","X1997",3,1997
"8545","Tachyrhynchus erosus","X1997",1,1997
"8546","Crepidula sp.","X1997",1,1997
"8547","Crepidula grandis","X1997",1,1997
"8548","Colus sp.","X1997",3,1997
"8549","Colus herendeenii","X1997",3,1997
"8550","Colus hypolispus","X1997",3,1997
"8551","Colus ombronius","X1997",3,1997
"8552","Colus roseus","X1997",3,1997
"8553","Colus esychus","X1997",3,1997
"8554","Colus spitzbergensis","X1997",3,1997
"8555","Colus aphelus","X1997",3,1997
"8556","Colus halli","X1997",3,1997
"8557","Colus datuzenbergii","X1997",3,1997
"8558","Colus bristolensis","X1997",3,1997
"8559","Pyrulofusus sp.","X1997",1,1997
"8560","Pyrulofusus deformis","X1997",1,1997
"8561","Pyrulofusus harpa","X1997",1,1997
"8562","Pyrulofusus melonis","X1997",1,1997
"8563","Volutopsius sp.","X1997",3,1997
"8564","Volutopsius sp. eggs","X1997",1,1997
"8565","Volutopsius fragilis","X1997",3,1997
"8566","Volutopsius filosus","X1997",3,1997
"8567","Volutopsius castaneus","X1997",3,1997
"8568","Volutopsius simplex","X1997",3,1997
"8569","Volutopsius stefanssoni","X1997",3,1997
"8570","Volutopsius middendorffii","X1997",3,1997
"8571","Volutopsius trophonius","X1997",3,1997
"8572","Volutopsius callorhinus","X1997",3,1997
"8573","Beringius sp.","X1997",3,1997
"8574","Beringius kennicottii","X1997",3,1997
"8575","Beringius frielei","X1997",3,1997
"8576","Beringius beringii","X1997",3,1997
"8577","Beringius stimpsoni","X1997",3,1997
"8578","Beringius crebricostatus","X1997",3,1997
"8579","Beringius undatus","X1997",3,1997
"8580","Neptunea sp.","X1997",3,1997
"8581","Neptunea amianta","X1997",3,1997
"8582","Neptunea smirnia","X1997",3,1997
"8583","Neptunea pribiloffensis","X1997",3,1997
"8584","Neptunea tabulata","X1997",3,1997
"8585","Neptunea borealis","X1997",3,1997
"8586","Neptunea lyrata","X1997",3,1997
"8587","Neptunea ventricosa","X1997",3,1997
"8588","Neptunea insularis","X1997",3,1997
"8589","Neptunea heros","X1997",3,1997
"8590","Neptunea magna","X1997",3,1997
"8591","Neptunea sp. D (Clark & McLean)","X1997",3,1997
"8592","Plicifusus sp.","X1997",3,1997
"8593","Plicifusus incisus","X1997",3,1997
